uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m
qvbf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01774132,20160303,0:01:00,0.073,1,0
qvcm,EPA_National_Aquatic_Research_Survey,south,33.51618,-94.12513,20170614,0:01:00,72.716,2,0
qvct,Connecticut_State_Department_of_Public_Health,northeast,41.798303,-72.428591,20170817,16:15:00,30.9582,2,0
qvdn,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20190826,0:01:00,878.22,3,0
qveg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63297132,-79.29921791,20160127,0:01:00,28.384,2,1125
qvfa,EPA_Central_Data_Exchange,midwest,42.081667,-81.011667,20130403,0:01:00,3.445163465,1,0
qvfp,California_Environmental_Data_Exchange_Network,west,38.1526,-121.501,20170620,16:30:00,2696.147,4,208
qvfs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70014679,-79.17444676,20130904,0:01:00,1.271,1,224
qvfz,EPA_Central_Data_Exchange,midwest,41.726667,-83.15,20170813,0:01:00,16.73039921,1,0
qvhk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.79690599,20181025,0:01:00,1.341,1,796
qvho,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88197782,-78.93361501,20160719,0:01:00,87.137,2,690
qvhy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.68,20190515,0:01:00,5.554,1,0
qvie,Indiana_State_Department_of_Health,midwest,39.74693889,-87.07598056,20170808,18:25:00,915.452,3,9
qvim,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.9725,-94.67293,20160822,0:01:00,289.17,3,0
qvjo,EPA_National_Aquatic_Research_Survey,northeast,40.95091,-74.78413,20170810,0:01:00,683.254,3,0
qvkj,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,20141021,16:20:00,3298.5995,4,75
qvlf,Pennsylvania_Department_of_Environmental_Protection,northeast,40.23162,-77.28141,20170907,15:00:00,116.667,3,0
qvll,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85840581,-78.74495656,20151112,0:01:00,9.367,1,975
qvmn,EPA_Central_Data_Exchange,midwest,46.89435,-85.851333,20190820,0:01:00,0.522140167,1,0
qvmy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,20150928,0:01:00,355.32,3,26
qvng,California_Environmental_Data_Exchange_Network,west,37.4106,-122.069,20180108,17:50:00,4597.5,4,1212
qvnk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.4159,-99.43133,20190923,0:01:00,265.545,3,0
qvnn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88856183,-78.98631013,20190822,0:01:00,10.747,1,93
qvos,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.036,-79.11754835,20210420,0:01:00,1.54,1,299
qvpj,Pennsylvania_Department_of_Environmental_Protection,northeast,40.40586,-76.08,20190730,15:15:00,653.333,3,0
qvqu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07775,-96.9059,20150824,0:01:00,55.755,2,0
qvrc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69490369,-79.18418524,20160607,0:01:00,0.334,1,315
qvrz,California_Environmental_Data_Exchange_Network,west,37.5477,-121.085,20190611,15:55:00,1126.514,4,566
qvsb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64806185,-79.27118889,20170816,0:01:00,37.344,2,687
qvsf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63523357,-79.29501603,20141125,0:01:00,0.063,1,660
qvsi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68790403,-79.19718635,20201119,0:01:00,578.491,3,679
qvtg,Pennsylvania_Department_of_Environmental_Protection,northeast,41.1077,-76.66171,20180807,15:00:00,47.267,2,0
qvwm,California_Environmental_Data_Exchange_Network,west,34.9552,-120.487,20181202,15:15:00,3655,4,519
qvwp,California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,20131119,22:00:00,4161.572,4,138
qvwv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62476,-78.71885757,20161005,0:01:00,46.473,2,720
qvxb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.76832138,20170118,0:01:00,12.264,1,401
qvxq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88477292,-78.95598558,20170920,0:01:00,56.155,2,381
qvxt,California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,20140128,20:30:00,5770.283,4,788
qvya,EPA_National_Aquatic_Research_Survey,midwest,38.06487,-87.29741,20170720,0:01:00,45.55,2,0
qvyg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90430756,-79.11233099,20190516,0:01:00,27.197,2,370
qvyy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.59,-78.94554598,20190601,0:01:00,61.881,2,75
qvzf,California_Environmental_Data_Exchange_Network,west,37.9286,-121.561,20180410,16:40:00,1051.6145,4,112
qvzk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64587945,-79.27524247,20190115,0:01:00,90.786,2,696
qwat,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88207099,-78.9343607,20160810,0:01:00,52.282,2,636
qway,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.49,-79.0627756,20210610,0:01:00,3.953,1,445
qwcq,California_Environmental_Data_Exchange_Network,west,36.1786,-119.834,20130715,17:10:00,1225.5,4,52
qwcy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7394882,20150106,0:01:00,2.178,1,547
qwdq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89455577,-79.03428257,20150422,0:01:00,11.518,1,1511
qwfb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-78.68157329,20161005,0:01:00,9.682,1,433
qwgm,California_Environmental_Data_Exchange_Network,west,37.6106,-121.229,20210511,15:20:00,4555,4,981
qwgx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89182278,-79.01240912,20210428,0:01:00,32.596,2,482
qwhe,Connecticut_State_Department_of_Public_Health,northeast,41.501567,-72.224735,20190716,15:30:00,14.742,1,0
qwhs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70781182,-79.1602098,20160713,0:01:00,20.068,2,121
qwhv,Pennsylvania_Department_of_Environmental_Protection,northeast,41.33639,-75.8868,20191030,12:30:00,2405.733,4,37
qwik,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89471105,-79.03552538,20150506,0:01:00,34.31,2,1617
qwim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67936072,-79.21305463,20171206,0:01:00,5.083,1,772
qwkb,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,20180612,15:00:00,6327.5,4,1451
qwks,California_Environmental_Data_Exchange_Network,west,37.1366,-120.762,20140303,22:45:00,5185,4,599
qwky,Indiana_State_Department_of_Health,midwest,38.41404028,-86.6678775,20200714,15:45:00,255.21,3,9
qwlj,California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,20131210,18:20:00,4667.5,4,641
qwll,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63294471,-79.29926734,20160127,0:01:00,102.265,3,1131
qwlo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.01688542,-96.82207242,20210913,0:01:00,584.85,3,9
qwnc,EPA_Central_Data_Exchange,midwest,47.513167,-90.148667,20150510,0:01:00,0.341864478,1,0
qwoe,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.14193,-95.47957,20170828,0:01:00,157.185,3,28
qwoi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72503152,-79.12822607,20180606,0:01:00,2.766,1,770
qwpp,California_Environmental_Data_Exchange_Network,west,37.4583,-120.967,20200609,18:00:00,1299.1085,4,881
qwqf,US_Army_Corps_of_Engineers,northeast,41.557325,-78.596521,20170808,14:15:00,0.103678161,1,0
qwqh,California_Environmental_Data_Exchange_Network,west,37.1366,-120.762,20190117,21:00:00,6752.5,4,599
qwqj,Indiana_State_Department_of_Health,midwest,38.25605667,-86.77640306,20160801,11:30:00,84.925,2,9
qwqm,California_Environmental_Data_Exchange_Network,west,38.0739,-121.212,20150209,18:00:00,4526.3,4,2898
qwqz,California_Environmental_Data_Exchange_Network,west,37.3609,-120.549,20210811,17:00:00,3484.22,4,539
qwtk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63459482,-79.29620244,20150610,0:01:00,6.574,1,778
qwvh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85725672,-78.73575977,20190829,0:01:00,1.089,1,1007
qwwm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.21274998,20150806,0:01:00,168.101,3,1383
qwwu,EPA_Central_Data_Exchange,midwest,41.788333,-81.945,20180812,0:01:00,61.70397628,2,0
qwxy,California_Environmental_Data_Exchange_Network,west,36.9128,-121.744,20201228,21:45:00,5800,4,2132
qwzz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72383386,-79.1304506,20130619,0:01:00,3.631,1,840
qxac,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89924532,-79.07181541,20161213,0:01:00,3.112,1,253
qxav,Pennsylvania_Department_of_Environmental_Protection,northeast,40.3803,-76.0376,20200827,13:35:00,161.267,3,0
qxba,California_Environmental_Data_Exchange_Network,west,37.3736,-121.933,20140206,3:33:00,5885,4,794
qxbd,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.04772,-97.20234,20211018,0:01:00,235.96,3,0
qxco,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.81629382,20200128,0:01:00,4.357,1,450
qxcq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71286861,-79.15081736,20210615,0:01:00,7.019,1,544
qxcv,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.72797,-97.82922,20160725,0:01:00,1.071,1,0
qxdc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01413265,20150610,0:01:00,33.488,2,0
qxdv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.70394385,20211027,0:01:00,39.938,2,196
qxfa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86225684,-78.77577823,20140610,0:01:00,86.846,2,1355
qxfn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68377876,-79.20484861,20150824,0:01:00,0.726,1,1041
qxft,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70509712,-79.16525206,20161005,0:01:00,7.261,1,760
qxgy,California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,20200721,18:30:00,1510.781,4,124
qxio,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,20161017,18:10:00,1986.23,4,75
qxjs,US_Army_Corps_of_Engineers,midwest,40.982514,-81.098109,20190816,16:20:00,6.094594595,1,0
qxjv,California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,20141014,20:30:00,7840,4,1186
qxjx,California_Environmental_Data_Exchange_Network,west,34.9638,-120.642,20190523,16:15:00,4607.5,4,337
qxkd,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,20150721,21:00:00,7082.5,4,1556
qxke,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71960212,-79.13831059,20130827,0:01:00,1.452,1,688
qxki,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51613412,-95.70697032,20160801,0:01:00,88.83,2,0
qxkk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70839734,-79.15912226,20210811,0:01:00,5.482,1,0
qxlw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64210016,-79.28226208,20201022,0:01:00,2.42,1,608
qxmp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-79.06104541,20200909,0:01:00,75.518,2,196
qxns,EPA_National_Aquatic_Research_Survey,midwest,42.60756,-94.45157,20170726,0:01:00,2161.62,4,0
qxoh,California_Environmental_Data_Exchange_Network,west,37.6031,-121.132,20170531,17:34:00,2666.926668,4,9
qxpc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.13,-78.72258599,20190802,0:01:00,0.363,1,637
qxpk,California_Environmental_Data_Exchange_Network,west,37.6106,-121.229,20180109,16:45:00,4522.5,4,981
qxpl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70185013,-79.17128299,20200518,0:01:00,1.162,1,113
qxpq,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,20180813,13:30:00,449.036,3,0
qxql,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01067228,20140825,0:01:00,19.364,1,9
qxti,California_Environmental_Data_Exchange_Network,west,36.7085,-121.749,20170928,21:30:00,3467.5,4,80
qxtx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69008644,-79.19313277,20190702,0:01:00,14.765,1,951
qxuo,US_Army_Corps_of_Engineers,midwest,41.300686,-80.761663,20180905,19:20:00,31.23175,2,0
qxwn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.368,-78.84661836,20140730,0:01:00,135.425,3,467
qxws,California_Environmental_Data_Exchange_Network,west,37.66,-120.875,20141112,16:20:00,5675.8445,4,696
qxwv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63845395,-79.28903453,20150520,0:01:00,0.854,1,455
qxxg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65386385,-79.2604123,20141230,0:01:00,7.443,1,544
qxyj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03697111,20210617,0:01:00,2.324,1,734
qxze,California_Environmental_Data_Exchange_Network,west,34.6721,-120.492,20170110,18:00:00,3165,4,962
qxzj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.487,-79.06188579,20160824,0:01:00,1.614,1,145
qxzm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.06762012,20200624,0:01:00,31.95,2,415
qyaa,EPA_Central_Data_Exchange,midwest,42.383333,-87,20140417,0:01:00,0.582185052,1,0
qyam,EPA_Central_Data_Exchange,midwest,47.513817,-87.545117,20130822,0:01:00,1.006790488,1,0
qybh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89054946,-79.00221809,20200715,0:01:00,19.364,1,443
qybl,US_Army_Corps_of_Engineers,northeast,42.038186,-78.908886,20130821,15:00:00,64.12903509,2,0
qydp,Pennsylvania_Department_of_Environmental_Protection,northeast,41.85181,-78.96183,20190416,14:55:00,20.667,2,0
qyfo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71244277,-79.1516083,20210913,0:01:00,0.063,1,522
qyfs,California_Environmental_Data_Exchange_Network,west,36.6568,-121.614,20191202,19:14:00,6785,4,2694
qygd,Indiana_State_Department_of_Health,midwest,39.74693889,-87.07598056,20180611,13:30:00,150.903,3,9
qyhy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.01936886,20160525,0:01:00,13.434,1,149
qykd,EPA_National_Aquatic_Research_Survey,northeast,40.7977,-75.92151,20170914,0:01:00,29.2519,2,0
qyme,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01695038,20151112,0:01:00,27.109,2,0
qymk,Pennsylvania_Department_of_Environmental_Protection,northeast,40.23033,-77.28106,20210628,13:41:00,107.733,3,0
qymp,Pennsylvania_Department_of_Environmental_Protection,northeast,41.8126,-77.1972,20180726,15:15:00,1525.333,4,75
qymz,Indiana_State_Department_of_Health,midwest,39.4981,-84.98684167,20190820,14:45:00,811.7,3,0
qyno,EPA_National_Aquatic_Research_Survey,south,36.68168,-83.70503,20170912,0:01:00,90.04,2,0
qynt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.75216486,20151201,0:01:00,2.593,1,1238
qyod,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8972577,-79.05590745,20160217,0:01:00,6.535,1,1774
qyof,California_Environmental_Data_Exchange_Network,west,33.3981,-117.263,20170219,16:00:00,3693,4,2017
qyoi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.2127,-78.9206898,20130916,0:01:00,246.887,3,2816
qyqb,EPA_Central_Data_Exchange,midwest,44.09,-86.766667,20180803,0:01:00,0.244957412,1,0
qyqp,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20130708,0:01:00,38.115,2,0
qysz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-79.05817825,20210520,0:01:00,37.808,2,233
qyts,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.78,-79.11028157,20170724,0:01:00,0.2,1,896
qyuh,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37080661,-98.79520846,20160420,0:01:00,40.205,2,0
qyuj,California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,20150210,19:00:00,6947.5,4,641
qyvc,California_Environmental_Data_Exchange_Network,west,37.3978,-120.96,20140305,18:30:00,4265.78,4,691
qywm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73475,-77.44025,20140623,0:01:00,10.166,1,0
qywr,EPA_Central_Data_Exchange,midwest,46.649615,-90.23201,20160826,0:01:00,0.048154559,1,0
qyxf,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,20181129,16:20:00,1953.665,4,75
qyxi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-79.10350913,20210714,0:01:00,17.79,1,682
qyzc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6905655,-79.19224296,20190516,0:01:00,201.625,3,1017
qyzd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64042344,-79.28537642,20211108,0:01:00,1.628,1,520
qyzh,California_Environmental_Data_Exchange_Network,west,36.3377,-121.205,20180426,15:30:00,6215,4,76
qzaf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20210927,0:01:00,70.843,2,0
qzam,US_Army_Corps_of_Engineers,northeast,41.294572,-80.432822,20150708,14:00:00,204.8526563,3,0
qzaq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.83646,-78.9763,20150506,0:01:00,43.085,2,0
qzav,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68888878,-79.1953573,20200513,0:01:00,1.529,1,770
qzay,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65958601,-79.24978402,20201210,0:01:00,0.562,1,624
qzbv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.21424135,20150824,0:01:00,538.795,3,1531
qzdb,California_Environmental_Data_Exchange_Network,west,34.446,-119.876,20210923,17:20:00,4055,4,764
qzdh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02451377,20171206,0:01:00,87.137,2,0
qzec,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.04,-79.12031665,20140730,0:01:00,3.631,1,241
qzet,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,20170926,16:45:00,1499.266096,4,0
qzew,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,20170801,0:01:00,36.26,2,0
qzex,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69588844,-79.18235619,20151012,0:01:00,2.178,1,390
qzgr,California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,20210720,16:00:00,2569.1435,4,71
qzhd,California_Environmental_Data_Exchange_Network,west,37.6756,-121.264,20150325,17:44:00,1269.06675,4,84
qzhm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64186063,-79.28270699,20201210,0:01:00,2.905,1,585
qzhq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-79.10311366,20210623,0:01:00,7.261,1,637
qzij,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87377886,-78.86799468,20200311,0:01:00,0.472,1,475
qziz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.487,-79.06238013,20160915,0:01:00,48.409,2,117
qzjd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90716477,-79.13519868,20200715,0:01:00,21.784,2,794
qzjo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07775,-96.9059,20161003,0:01:00,18.585,1,0
qzkr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6612095,-79.24676855,20200203,0:01:00,5.322,1,283
qzkw,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07775,-96.9059,20170724,0:01:00,20.475,2,0
qzln,US_Army_Corps_of_Engineers,midwest,41.006794,-81.003795,20190910,14:45:00,46.81576087,2,0
qzmk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.84759761,-97.58813777,20181008,0:01:00,181.44,3,0
qznp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.73998532,20150106,0:01:00,2.178,1,564
qzoc,EPA_Central_Data_Exchange,midwest,43.133333,-87,20190802,0:01:00,0.435684103,1,0
qzok,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.115,-78.90900739,20130729,0:01:00,17.427,1,177
qzpc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64598591,-79.27504474,20181107,0:01:00,2.033,1,705
qzsr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63579248,-79.29397792,20170821,0:01:00,375.901,3,558
qzua,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.639279,-79.28750208,20141008,0:01:00,0.264,1,560
qzvj,California_Environmental_Data_Exchange_Network,west,37.6106,-121.229,20200310,15:20:00,6175,4,981
qzwf,Indiana_State_Department_of_Health,midwest,38.41404028,-86.6678775,20200615,16:15:00,47.626,2,9
qzwq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.34,-79.04656128,20210929,0:01:00,4.912,1,167
qzwu,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,20140814,16:20:00,12.25596133,1,0
qzyg,EPA_Water_Quality_Data_Portal,west,41.5161,-123.9992,20180620,15:34:00,1.45,1,121
qzyi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.1606,-79.0979231,20150601,0:01:00,2.129,1,815
qzzd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02901225,20190410,0:01:00,50.975,2,262
qzzo,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.78397,-97.84863,20210607,0:01:00,44.08,2,19
raax,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.432,-79.07394766,20140730,0:01:00,6.293,1,186
rabq,California_Environmental_Data_Exchange_Network,west,34.9454,-120.417,20161216,20:30:00,6117.5,4,1083
raci,EPA_National_Aquatic_Research_Survey,midwest,41.43616,-87.18351,20170731,0:01:00,171.925,3,0
racw,California_Environmental_Data_Exchange_Network,west,38.2996,-121.383,20180314,15:05:00,4725,4,1627
raei,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03613073,20210617,0:01:00,24.896,2,648
raem,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88871712,-78.98755294,20190914,0:01:00,39.212,2,151
raez,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02985263,20190904,0:01:00,5.083,1,241
rafr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.47745,-76.81692,20150408,0:01:00,53.371,2,0
ragp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70589556,-79.16376904,20160622,0:01:00,3.098,1,573
rags,California_Environmental_Data_Exchange_Network,west,36.2109,-119.199,20160111,23:30:00,1348,4,262
rahr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.2393461,20161121,0:01:00,221.714,3,200
rakh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.036,-79.11799326,20210526,0:01:00,30.207,2,260
rakl,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.61429993,-97.62981051,20160718,0:01:00,442.26,3,9
ralf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87682241,-78.89235375,20211108,0:01:00,6.293,1,262
ranz,Indiana_State_Department_of_Health,midwest,41.55087787,-86.36162603,20160815,15:00:00,907.606,3,0
raog,California_Environmental_Data_Exchange_Network,west,37.8418,-121.53,20140520,21:30:00,1631.2715,4,774
raou,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70094523,-79.17296375,20130604,0:01:00,0.472,1,37
rapd,California_Environmental_Data_Exchange_Network,west,37.5138,-121.16,20160308,19:45:00,5402.5,4,1595
raru,US_Army_Corps_of_Engineers,northeast,41.992305,-78.929219,20140908,19:20:00,19.35033784,1,0
rasr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.20280751,20150506,0:01:00,0.884,1,317
ratd,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,20150622,0:01:00,50.085,2,0
raur,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.0625,-76.00163,20150616,0:01:00,714.521,3,0
ravw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63246565,-79.30015715,20160524,0:01:00,2231.455,4,1132
ravz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71984165,-79.13786568,20130722,0:01:00,4.575,1,739
rawc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86266058,-78.77900954,20140716,0:01:00,11.618,1,1569
rawm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62993725,-79.30485337,20160509,0:01:00,92.664,2,855
raww,California_Environmental_Data_Exchange_Network,west,36.5597,-121.51,20190117,20:10:00,4137.5,4,3512
razt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71550346,-79.14592341,20160608,0:01:00,1.343,1,446
rbac,EPA_National_Aquatic_Research_Survey,midwest,37.66889,-88.767,20170815,0:01:00,639.221,3,0
rbaf,California_Environmental_Data_Exchange_Network,west,37.1951,-120.561,20160209,20:30:00,4102.955,4,2112
rbap,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62751531,-79.30935186,20150723,0:01:00,50.104,2,640
rbbz,California_Environmental_Data_Exchange_Network,west,36.7593,-121.755,20130925,16:30:00,5887.5,4,147
rbcc,California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,20160920,16:20:00,3396.2945,4,177
rbcg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.478,-79.0570907,20160614,0:01:00,2.396,1,229
