data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
California_Environmental_Data_Exchange_Network,west,37.3947,-122.01,4,2014,3,29,spring,20,48,0,0,1M - <10M,15.825401036682994,7.344072850573066
California_Environmental_Data_Exchange_Network,west,39.1766,-122.189,4,2019,3,19,spring,21,45,0,0,1M - <10M,15.672199097055817,7.283448228756631
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.14,-79.06989408,1,2021,9,15,fall,0,1,0,1,<20K,9.514510761932765,6.148468295917647
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87874793,-78.90776458,1,2015,5,20,spring,0,1,0,1,<20K,9.40475517645752,6.608000625296087
California_Environmental_Data_Exchange_Network,west,33.5523,-117.777,4,2016,6,22,summer,16,37,0,0,1M - <10M,13.980283195952154,7.299797366758161
US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2,2013,9,16,fall,17,15,0,0,20K - <100K,10.399189386156271,0.0
California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,4,2021,10,26,fall,17,0,0,0,1M - <10M,15.768538174788452,6.46302945692067
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62476,-78.71686907,2,2016,9,15,fall,0,1,0,1,20K - <100K,11.263681748428045,6.559615237493242
California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,4,2019,12,2,winter,17,20,0,0,1M - <10M,15.092316729623079,4.927253685157205
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.04,-79.11932797,3,2021,10,27,fall,0,1,0,1,100K - <1M,11.824892749963078,5.552959584921617
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.09431442,2,2018,4,11,spring,0,1,0,1,20K - <100K,11.370116886308292,6.5722825426940075
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-76.61,1,2020,10,28,fall,0,1,0,1,<20K,4.976733742420574,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7088764,-79.15823245,1,2021,5,18,spring,0,1,0,1,<20K,8.022896869601457,4.02535169073515
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.12,-78.91497287,1,2018,8,27,summer,0,1,0,1,<20K,9.617603862025726,5.950642552587727
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65492844,-79.25843495,1,2014,6,23,summer,0,1,0,1,<20K,8.310414994188292,5.937536205082426
US_Army_Corps_of_Engineers,northeast,41.287577,-80.424543,3,2015,7,15,summer,12,30,0,0,100K - <1M,13.327930972549185,0.0
California_Environmental_Data_Exchange_Network,west,36.7593,-121.755,4,2014,12,2,winter,16,50,0,0,1M - <10M,15.781923369346105,4.990432586778736
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8834996,-78.94579455,1,2017,3,21,spring,0,1,0,1,<20K,7.974188669286011,4.820281565605037
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.10064196,2,2016,5,16,spring,0,1,0,1,20K - <100K,10.266566944147854,5.8289456176102075
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,1,2019,1,31,winter,0,1,0,1,<20K,8.354203562921775,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88644998,-78.96940792,3,2018,8,9,summer,0,1,0,1,100K - <1M,11.624690428301049,5.752572638825633
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63334393,-79.29852583,1,2015,10,12,fall,0,1,0,1,<20K,8.38548870041881,6.948897222313312
Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,3,2019,8,20,summer,14,0,0,0,100K - <1M,13.642475349259476,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02110283,1,2017,1,24,winter,0,1,0,1,<20K,9.689737246238513,0.0
California_Environmental_Data_Exchange_Network,west,36.7368,-121.734,4,2021,9,30,fall,17,0,0,0,1M - <10M,15.459349897115708,2.5649493574615367
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.21250142,2,2015,8,6,summer,0,1,0,1,20K - <100K,11.241707118549112,7.21890970761906
EPA_Central_Data_Exchange,midwest,46.77485,-86.554033,1,2016,4,21,spring,0,1,0,1,<20K,5.666426688112432,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89896581,-79.06957835,2,2016,10,18,fall,0,1,0,1,20K - <100K,11.263681748428045,6.22455842927536
California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,4,2013,5,14,spring,15,0,0,0,1M - <10M,15.590039090263968,7.280008252884188
US_Army_Corps_of_Engineers,northeast,41.843527,-78.957332,1,2019,6,20,summer,14,40,0,0,<20K,7.3938782901077555,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.42,-79.07661709,1,2019,7,29,summer,0,1,0,1,<20K,9.514510761932765,6.037870919922137
Pennsylvania_Department_of_Environmental_Protection,northeast,40.2801,-75.146497,0,2018,9,12,fall,18,0,0,0,0,0.0,6.54965074223381
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.00756,-78.96766799,1,2013,7,9,summer,0,1,0,1,<20K,9.219300113347655,7.033506484287697
California_Environmental_Data_Exchange_Network,west,37.9792,-121.57,4,2021,7,21,summer,16,40,0,0,1M - <10M,14.746326486550968,4.969813299576001
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70983453,-79.15645283,1,2016,7,27,summer,0,1,0,1,<20K,9.283404942833188,5.598421958998375
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63435529,-79.29664735,1,2015,6,22,summer,0,1,0,1,<20K,7.026426808699636,6.716594773520978
US_Army_Corps_of_Engineers,midwest,39.738316,-80.852806,1,2014,8,20,summer,16,0,0,0,<20K,6.0063531596017325,0.0
California_Environmental_Data_Exchange_Network,west,36.9425,-121.445,4,2018,3,1,spring,18,25,0,0,1M - <10M,15.454021717884082,5.823045895483019
California_Environmental_Data_Exchange_Network,west,41.9277,-124.165,3,2017,6,8,summer,16,0,0,0,100K - <1M,12.967235887319898,7.432483807917119
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88843761,-78.98531588,3,2019,8,22,summer,0,1,0,1,100K - <1M,13.444835206960537,4.990432586778736
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62684995,-79.3105877,1,2015,11,12,fall,0,1,0,1,<20K,8.056743774975313,6.484635235635252
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86340593,-78.78497502,1,2014,9,22,fall,0,1,0,1,<20K,8.667163717992533,7.579678823090456
California_Environmental_Data_Exchange_Network,west,32.9464,-117.205,3,2014,9,24,fall,12,30,0,0,100K - <1M,13.43168462495959,6.7580945044277305
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87905849,-78.9102502,1,2015,6,10,summer,0,1,0,1,<20K,9.853509182729887,6.340359303727752
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90436967,-79.11282812,2,2019,5,16,spring,0,1,0,1,20K - <100K,10.679043869336791,5.958424693029782
California_Environmental_Data_Exchange_Network,west,37.9893,-121.463,4,2021,3,16,spring,19,40,0,0,1M - <10M,14.328543144595162,3.044522437723423
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51613412,-95.70697032,2,2016,8,8,summer,0,1,0,1,20K - <100K,11.118548653847485,0.0
California_Environmental_Data_Exchange_Network,west,38.1526,-121.501,4,2018,6,19,summer,15,0,0,0,1M - <10M,14.025753655087573,5.337538079701318
California_Environmental_Data_Exchange_Network,west,37.2788,-121.808,4,2013,4,4,spring,15,40,0,0,1M - <10M,15.58876655562777,4.927253685157205
Indiana_State_Department_of_Health,midwest,38.41404028,-86.6678775,3,2021,8,2,summer,12,0,0,0,100K - <1M,13.320814156128154,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67912119,-79.21349954,1,2018,3,22,spring,0,1,0,1,<20K,7.414572881350589,6.584791392385716
US_Army_Corps_of_Engineers,northeast,40.929714,-79.249441,1,2013,7,24,summer,16,30,0,0,<20K,7.443078374348516,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67284012,-79.22516594,1,2021,8,5,summer,0,1,0,1,<20K,8.801920904041582,5.7430031878094825
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82698198,3,2020,8,27,summer,0,1,0,1,100K - <1M,12.465478692630217,6.875232087276577
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71715357,-79.14285851,1,2018,6,12,summer,0,1,0,1,<20K,8.315077007294104,5.652489180268651
EPA_National_Aquatic_Research_Survey,midwest,39.05604,-82.69067,2,2017,9,13,fall,0,1,0,1,20K - <100K,11.00670588375148,0.0
Indiana_State_Department_of_Health,midwest,40.70249154,-85.935575,1,2020,6,9,summer,17,30,0,0,<20K,9.204624064980074,0.0
California_Environmental_Data_Exchange_Network,west,35.0228,-120.586,4,2018,1,9,winter,23,15,0,0,1M - <10M,15.316806311778672,6.974478911025045
Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,1,2017,6,19,summer,18,35,0,0,<20K,8.284756593190435,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,3,2017,5,17,spring,0,1,0,1,100K - <1M,12.22691884576171,0.0
California_Environmental_Data_Exchange_Network,west,34.6766,-120.553,4,2019,5,22,spring,21,45,0,0,1M - <10M,15.119102427318923,5.4116460518550396
EPA_Central_Data_Exchange,midwest,43.6,-86.916667,1,2018,3,29,spring,0,1,0,1,<20K,5.91350300563827,0.0
California_Environmental_Data_Exchange_Network,west,35.0228,-120.586,4,2014,2,28,winter,22,45,0,0,1M - <10M,14.878495668989233,6.974478911025045
California_Environmental_Data_Exchange_Network,west,37.4542,-120.608,4,2018,10,9,fall,17,30,0,0,1M - <10M,15.253072725646904,3.4965075614664802
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67289335,-79.22506707,1,2021,8,5,summer,0,1,0,1,<20K,9.309008543772885,5.713732805509369
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.69549275,1,2016,8,10,summer,0,1,0,1,<20K,6.077642243349034,4.276666119016055
EPA_National_Aquatic_Research_Survey,west,44.28174,-109.1102,3,2017,8,18,summer,0,1,0,1,100K - <1M,12.221566985863818,0.0
EPA_Central_Data_Exchange,midwest,48.344033,-87.8225,1,2013,8,19,summer,0,1,0,1,<20K,6.654152520183219,0.0
EPA_National_Aquatic_Research_Survey,south,38.61321,-77.35178,3,2017,6,27,summer,0,1,0,1,100K - <1M,12.93607717176621,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,3,2017,6,26,summer,0,1,0,1,100K - <1M,12.791356180214175,3.258096538021482
EPA_Central_Data_Exchange,midwest,48.558833,-86.381117,1,2015,5,14,spring,0,1,0,1,<20K,6.621405651764134,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.388,-78.85382666,1,2014,7,30,summer,0,1,0,1,<20K,8.484876589939695,5.572154032177765
EPA_National_Aquatic_Research_Survey,south,33.46314,-80.38935,3,2017,9,19,fall,0,1,0,1,100K - <1M,13.200162955758723,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.81355964,3,2019,11,20,fall,0,1,0,1,100K - <1M,12.25169589555459,5.921578419643816
California_Environmental_Data_Exchange_Network,west,37.4363,-120.036,4,2018,4,10,spring,17,25,0,0,1M - <10M,15.557729581632193,6.432940092739179
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62780808,-79.30880808,1,2015,7,7,summer,0,1,0,1,<20K,7.463363045520021,6.478509642208569
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65370416,-79.26070891,2,2015,1,27,winter,0,1,0,1,20K - <100K,10.255024318618737,6.2766434893416445
Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,3,2021,7,27,summer,16,45,0,0,100K - <1M,13.308507618421949,0.0
EPA_Central_Data_Exchange,midwest,44.453333,-82.341667,1,2015,4,22,spring,0,1,0,1,<20K,5.123963979403259,0.0
California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,4,2018,2,20,winter,22,30,0,0,1M - <10M,15.133250344388284,4.927253685157205
Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,3,2019,7,8,summer,20,50,0,0,100K - <1M,12.178346812373931,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.16,-79.12209627,4,2019,6,29,summer,0,1,0,1,1M - <10M,14.453697201699724,6.9865664594064265
California_Environmental_Data_Exchange_Network,west,37.3725,-120.923,4,2013,10,15,fall,20,40,0,0,1M - <10M,14.65778826702303,5.8888779583328805
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01096888,2,2014,9,10,fall,0,1,0,1,20K - <100K,10.353575423086568,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69548922,-79.18309769,1,2016,3,3,spring,0,1,0,1,<20K,7.280697195384741,5.8377304471659395
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.98506732,3,2016,10,5,fall,0,1,0,1,100K - <1M,12.176592340207666,6.26530121273771
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71765925,-79.14191926,2,2018,8,28,summer,0,1,0,1,20K - <100K,10.16269298699536,5.783825182329737
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16894,-79.07093219,1,2013,8,1,summer,0,1,0,1,<20K,9.782336350971978,6.720220155135295
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02594735,1,2018,5,9,spring,0,1,0,1,<20K,9.678780279245736,4.762173934797756
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.9009845,-79.08573487,3,2017,8,16,summer,0,1,0,1,100K - <1M,13.421491196670727,5.796057750765372
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86415129,-78.79094051,1,2015,5,6,spring,0,1,0,1,<20K,8.057377488557991,7.454719949364001
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.22915507,3,2016,5,24,spring,0,1,0,1,100K - <1M,11.758221820925572,7.094234845924755
California_Environmental_Data_Exchange_Network,west,36.9425,-121.445,4,2014,4,23,spring,17,0,0,0,1M - <10M,15.556853541278313,5.823045895483019
California_Environmental_Data_Exchange_Network,west,37.4583,-120.967,3,2021,1,12,winter,18,0,0,0,100K - <1M,11.750113923205022,6.78105762593618
Indiana_State_Department_of_Health,midwest,39.4981,-84.98684167,3,2017,7,11,summer,15,0,0,0,100K - <1M,12.19141575618654,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.5882,-79.05071,2,2017,7,5,summer,15,0,0,0,20K - <100K,11.097410021008562,0.0
California_Environmental_Data_Exchange_Network,west,37.8819,-121.652,4,2013,8,20,summer,20,40,0,0,1M - <10M,14.490205538989878,7.987184748233473
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68026562,-79.21137388,3,2017,6,21,summer,0,1,0,1,100K - <1M,12.073495083578795,6.870053411798126
Pennsylvania_Department_of_Environmental_Protection,northeast,40.100835,-75.842549,1,2018,10,2,fall,15,15,0,0,<20K,6.502790045915623,6.915723448631314
California_Environmental_Data_Exchange_Network,west,37.9792,-121.57,4,2021,3,16,spring,20,50,0,0,1M - <10M,14.575982219020602,4.969813299576001
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64279214,-79.2809768,1,2020,6,10,summer,0,1,0,1,<20K,6.439350371100098,6.565264970035361
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96543093,2,2018,9,20,fall,0,1,0,1,20K - <100K,10.116984726798533,7.280697195384741
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69849668,-79.17751166,1,2014,7,22,summer,0,1,0,1,<20K,9.71739890917293,5.099866427824199
EPA_Central_Data_Exchange,midwest,42.253333,-81.106667,1,2013,8,10,summer,0,1,0,1,<20K,8.587465244401569,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8672259,-78.81554813,4,2016,7,19,summer,0,1,0,1,1M - <10M,13.889788372836762,6.298949246855942
California_Environmental_Data_Exchange_Network,west,37.3906,-120.958,4,2020,11,10,fall,19,30,0,0,1M - <10M,13.834380397407926,6.1463292576688975
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.0248598,1,2018,1,10,winter,0,1,0,1,<20K,8.84159284680318,0.0
California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,4,2019,2,14,winter,21,0,0,0,1M - <10M,15.521621357658635,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71111204,-79.15408,1,2016,10,5,fall,0,1,0,1,<20K,7.147559271189454,6.345636360828596
US_Army_Corps_of_Engineers,northeast,40.703968,-80.29305,1,2017,8,14,summer,17,30,0,0,<20K,7.591357046698551,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.444,-78.87719147,1,2014,8,12,summer,0,1,0,1,<20K,7.088408778675395,6.253828811575473
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88738168,-78.97686478,1,2019,3,27,spring,0,1,0,1,<20K,8.484876589939695,5.966146739123692
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97959896,3,2016,7,27,summer,0,1,0,1,100K - <1M,11.74295723792026,5.988961416889864
Pennsylvania_Department_of_Environmental_Protection,northeast,41.55443,-75.70577,2,2021,8,12,summer,14,15,0,0,20K - <100K,11.289781913656018,2.9444389791664403
EPA_National_Aquatic_Research_Survey,midwest,46.43745,-93.95703,3,2017,7,24,summer,0,1,0,1,100K - <1M,11.541396296945923,0.0
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2013,6,11,summer,20,45,0,0,1M - <10M,15.765341581762824,7.078341579557671
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.04947082,-99.82700111,3,2021,8,16,summer,0,1,0,1,100K - <1M,13.227557279182834,2.9444389791664403
US_Army_Corps_of_Engineers,northeast,42.038186,-78.908886,4,2017,9,12,fall,15,20,0,0,1M - <10M,14.934190144782496,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85663558,-78.73078854,1,2014,7,15,summer,0,1,0,1,<20K,6.230481447578482,6.890609120147166
California_Environmental_Data_Exchange_Network,west,36.7518,-121.742,4,2013,12,11,winter,19,5,0,0,1M - <10M,15.64649074034561,5.53338948872752
California_Environmental_Data_Exchange_Network,west,37.2486,-120.851,4,2017,3,14,spring,18,20,0,0,1M - <10M,15.638041685859083,6.1903154058531475
California_Environmental_Data_Exchange_Network,west,33.4779,-117.142,4,2018,2,27,winter,19,6,0,0,1M - <10M,15.263252731398076,6.0112671744041615
California_Environmental_Data_Exchange_Network,west,33.2881,-117.223,4,2013,2,9,winter,15,43,0,0,1M - <10M,15.102743963908171,7.280008252884188
California_Environmental_Data_Exchange_Network,west,37.66,-120.875,4,2014,2,10,winter,16,30,0,0,1M - <10M,14.785353431109353,6.54534966033442
US_Army_Corps_of_Engineers,northeast,40.434853,-80.002636,1,2019,7,29,summer,12,0,0,0,<20K,8.054204897064407,0.0
California_Environmental_Data_Exchange_Network,west,38.4588,-121.502,3,2019,7,29,summer,22,30,0,0,100K - <1M,12.687479757213495,3.332204510175204
California_Environmental_Data_Exchange_Network,west,37.9792,-121.57,4,2017,3,21,spring,16,40,0,0,1M - <10M,14.044058678249344,4.969813299576001
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66658567,-79.2367829,3,2017,4,18,spring,0,1,0,1,100K - <1M,12.66354812419864,4.189654742026425
US_Army_Corps_of_Engineers,northeast,42.071936,-78.884441,3,2017,9,12,fall,15,40,0,0,100K - <1M,13.716455675504642,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64558668,-79.27578624,2,2019,3,19,spring,0,1,0,1,20K - <100K,11.396436591524559,6.4967749901858625
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65687131,-79.25482627,1,2013,7,30,summer,0,1,0,1,<20K,5.66988092298052,4.454347296253507
EPA_National_Aquatic_Research_Survey,south,39.12696,-77.13091,3,2017,8,23,summer,0,1,0,1,100K - <1M,12.23693642116615,2.5649493574615367
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86862345,-78.82673341,1,2017,3,21,spring,0,1,0,1,<20K,5.170483995038151,4.553876891600541
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.878,-79.12308495,2,2015,9,1,fall,0,1,0,1,20K - <100K,10.530414799175965,6.2766434893416445
Pennsylvania_Department_of_Environmental_Protection,northeast,40.03305,-75.85817,3,2018,4,18,spring,17,45,0,0,100K - <1M,13.772394266890647,0.0
US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2,2014,9,8,fall,15,0,0,0,20K - <100K,10.660125830877272,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.487,-79.06139145,2,2016,5,26,spring,0,1,0,1,20K - <100K,10.151050508391082,5.225746673713202
California_Environmental_Data_Exchange_Network,west,38.785,-121.653,4,2017,11,28,fall,21,45,0,0,1M - <10M,15.557291657386088,4.189654742026425
EPA_Central_Data_Exchange,midwest,47.606167,-86.818833,1,2013,8,18,summer,0,1,0,1,<20K,6.652863029353347,0.0
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2014,11,12,fall,22,0,0,0,1M - <10M,15.442297108732987,7.078341579557671
EPA_National_Aquatic_Research_Survey,west,33.80119,-117.8102,3,2017,8,23,summer,0,1,0,1,100K - <1M,13.310241136544994,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73,-77.44,1,2021,10,19,fall,0,1,0,1,<20K,7.193685818395112,5.087596335232384
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88362382,-78.94678879,2,2017,4,18,spring,0,1,0,1,20K - <100K,11.269872530661653,5.153291594497779
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65378401,-79.2605606,2,2014,12,30,winter,0,1,0,1,20K - <100K,9.914427492574463,6.2878585601617845
Pennsylvania_Department_of_Environmental_Protection,northeast,40.05728,-75.71822,4,2019,4,10,spring,15,15,0,0,1M - <10M,16.049102743757082,0.0
US_Army_Corps_of_Engineers,midwest,41.227714,-80.816496,1,2019,10,9,fall,17,15,0,0,<20K,3.8066624897703196,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67592743,-79.21943161,1,2019,11,14,fall,0,1,0,1,<20K,7.974188669286011,5.976350909297934
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90350009,-79.10586838,1,2018,12,6,winter,0,1,0,1,<20K,8.725507328484445,5.075173815233827
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.98208458,1,2016,8,31,summer,0,1,0,1,<20K,9.583488878607804,5.860786223465865
Pennsylvania_Department_of_Environmental_Protection,northeast,41.31063,-75.04572,1,2020,9,21,fall,15,30,0,0,<20K,8.581669210600602,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91365562,-79.18714811,2,2014,6,23,summer,0,1,0,1,20K - <100K,10.937294617838122,6.511745329644728
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63515373,-79.29516433,1,2014,12,30,winter,0,1,0,1,<20K,9.57983281962553,6.511745329644728
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.313,-79.11463175,1,2020,1,28,winter,0,1,0,1,<20K,7.029972911706386,5.583496308781699
EPA_Central_Data_Exchange,midwest,41.788333,-81.945,1,2015,4,25,spring,0,1,0,1,<20K,6.959398512133975,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6742507,-79.22254594,1,2020,9,24,fall,0,1,0,1,<20K,8.17695386822578,5.627621113690637
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67755092,-79.21641614,1,2019,2,19,winter,0,1,0,1,<20K,6.364750756851911,6.104793232414985
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64353735,-79.27959265,1,2020,1,9,winter,0,1,0,1,<20K,9.54559758504085,6.48768401848461
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,3,2015,9,14,fall,0,1,0,1,100K - <1M,11.610505793309093,3.258096538021482
California_Environmental_Data_Exchange_Network,west,36.8905,-121.801,4,2017,12,13,winter,21,15,0,0,1M - <10M,15.436877041263648,6.429719478039138
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03178055,2,2020,2,3,winter,0,1,0,1,20K - <100K,10.047198210202428,5.6131281063880705
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68580147,-79.20109163,3,2014,11,25,fall,0,1,0,1,100K - <1M,12.425473200565548,6.6052979209482015
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-79.09050801,1,2018,6,14,summer,0,1,0,1,<20K,8.588024372176829,7.00033446027523
California_Environmental_Data_Exchange_Network,west,38.5901,-121.731,4,2020,1,16,winter,19,55,0,0,1M - <10M,15.688465915850857,7.516433302915632
EPA_Central_Data_Exchange,midwest,47.343917,-85.620633,1,2017,4,16,spring,0,1,0,1,<20K,6.248042874508429,0.0
California_Environmental_Data_Exchange_Network,west,32.798,-117.19,4,2014,1,14,winter,17,42,0,0,1M - <10M,13.942363448960197,7.709756864454165
EPA_National_Aquatic_Research_Survey,south,37.16377,-76.45056,2,2017,8,2,summer,0,1,0,1,20K - <100K,10.5356100312583,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.10833,-75.86428,3,2019,8,15,summer,14,10,0,0,100K - <1M,11.709585400805462,0.0
EPA_Central_Data_Exchange,midwest,47.513167,-90.148667,1,2015,8,29,summer,0,1,0,1,<20K,7.074116816197362,0.0
EPA_National_Aquatic_Research_Survey,west,39.36817,-120.3225,1,2017,8,2,summer,0,1,0,1,<20K,8.693999567522082,0.0
Connecticut_State_Department_of_Public_Health,northeast,41.558239,-71.886804,2,2019,8,6,summer,16,10,0,0,20K - <100K,10.406200356191569,2.9444389791664403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.158,-79.09906008,1,2015,7,27,summer,0,1,0,1,<20K,5.929589143389895,6.807934943699926
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.40763,-99.44667,2,2018,10,22,fall,0,1,0,1,20K - <100K,10.999596710986118,2.1972245773362196
Connecticut_State_Department_of_Public_Health,northeast,42.0253,-73.3829,1,2016,8,4,summer,17,40,0,0,<20K,9.667448713236185,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.69472,-80.09417,3,2020,8,24,summer,16,20,0,0,100K - <1M,13.666236468219541,0.0
US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,1,2015,9,21,fall,14,30,0,0,<20K,9.85061406292906,0.0
Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,3,2020,7,6,summer,16,15,0,0,100K - <1M,13.528902575138318,0.0
