uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m,month,season,is_near_water,abundance_class
lgpx,California_Environmental_Data_Exchange_Network,west,37.7261,-122.163,2014-02-27,18:30:00,6920.0,4,1954.0,2,Winter,False,High
lgql,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64178079,-79.28285529,2021-03-17,0:01:00,41.148,2,575.0,3,Spring,False,Low
lgra,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70525681,-79.16495546,2016-09-15,0:01:00,0.254,1,718.0,9,Autumn,False,Low
lgrd,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.22602,-95.44557,2017-08-23,0:01:00,80.875,2,19.0,8,Summer,True,Moderate
lgrm,California_Environmental_Data_Exchange_Network,west,37.9718,-121.374,2021-08-11,16:20:00,4740.0,4,0.0,8,Summer,True,High
lgrx,California_Environmental_Data_Exchange_Network,west,36.6096,-121.561,2019-01-17,21:02:00,4462.5,4,1886.0,1,Winter,False,High
lgsd,California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,2019-05-14,17:30:00,4657.5,4,9.0,5,Spring,True,High
lgsz,California_Environmental_Data_Exchange_Network,west,36.7081,-121.6,2015-03-24,21:20:00,6290.0,4,639.0,3,Spring,False,High
lgtd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86129408,-78.76807281,2013-10-17,0:01:00,30.861,2,972.0,10,Autumn,False,Low
lgtn,California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,2015-06-09,20:00:00,7050.0,4,1186.0,6,Summer,False,High
lguc,Pennsylvania_Department_of_Environmental_Protection,northeast,42.15398,-80.1198,2019-08-08,14:00:00,0.0,1,0.0,8,Summer,True,None
lgwl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6798664,-79.21211539,2017-08-21,0:01:00,1.452,1,876.0,8,Summer,False,Low
lgxm,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,2014-03-18,23:10:00,5967.5,4,1556.0,3,Spring,False,High
lgxr,US_Army_Corps_of_Engineers,midwest,41.047735,-81.00185,2015-07-22,15:30:00,1.934436275,1,37.0,7,Summer,True,Low
lgxs,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.077955,-96.88081,2019-10-21,0:01:00,236.145,3,0.0,10,Autumn,True,Moderate
lgyz,EPA_Central_Data_Exchange,midwest,41.48383333,-82.182,2019-04-21,0:01:00,0.945893117,1,0.0,4,Spring,True,Low
lhaa,California_Environmental_Data_Exchange_Network,west,33.5193,-117.625,2019-06-03,18:10:00,1873.75,4,2234.0,6,Summer,False,Moderate
lhad,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-79.09861517,2020-07-21,0:01:00,8.978,1,868.0,7,Summer,False,Low
lhai,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88092189,-78.92516391,2015-12-07,0:01:00,9.258,1,894.0,12,Winter,False,Low
lhaq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.172,-79.05115863,2013-07-11,0:01:00,695.157,3,920.0,7,Summer,False,Moderate
lhbi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91346928,-79.18565674,2014-06-23,0:01:00,4.518,1,841.0,6,Summer,False,Low
lhbt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82176218,2020-06-01,0:01:00,452.385,3,494.0,6,Summer,False,Moderate
lhdg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66442988,-79.24078705,2018-06-13,0:01:00,185.328,3,47.0,6,Summer,True,Moderate
lhdp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.70294961,2016-10-05,0:01:00,9.44,1,19.0,10,Autumn,True,Low
lhef,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.14307,-95.28904,2021-08-30,0:01:00,566.483,3,9.0,8,Summer,True,Moderate
lhel,California_Environmental_Data_Exchange_Network,west,37.5944,-122.505,2018-01-08,17:10:00,4560.0,4,221.0,1,Winter,False,High
lhfv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69966772,-79.17533657,2013-11-06,0:01:00,1.743,1,336.0,11,Autumn,False,Low
lhgg,EPA_National_Aquatic_Research_Survey,midwest,47.75954,-99.93071,2017-08-21,0:01:00,206.2587,3,0.0,8,Summer,True,Moderate
lhhf,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,2016-08-02,17:50:00,296.178,3,0.0,8,Summer,True,Moderate
lhhh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,2014-04-22,0:01:00,14.301,1,0.0,4,Spring,True,Low
lhko,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66203456,-79.2452361,2019-09-04,0:01:00,0.438,1,151.0,9,Autumn,False,Low
lhkr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64151464,-79.28334963,2021-04-28,0:01:00,171.127,3,551.0,4,Spring,False,Moderate
lhml,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90704055,-79.13420444,2020-06-10,0:01:00,8.714,1,846.0,6,Summer,False,Low
lhnd,EPA_Central_Data_Exchange,midwest,47.343917,-85.620633,2014-08-24,0:01:00,2.743951825,1,0.0,8,Summer,True,Low
lhor,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,2016-04-13,0:01:00,187.866,3,0.0,4,Spring,True,Moderate
lhpx,California_Environmental_Data_Exchange_Network,west,37.4419,-121.003,2016-06-14,18:50:00,2787.329,4,872.0,6,Summer,False,High
lhql,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68997998,-79.19333051,2019-08-22,0:01:00,8.714,1,928.0,8,Summer,False,Low
lhst,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88374805,-78.94778304,2017-05-17,0:01:00,11.618,1,267.0,5,Spring,False,Low
lhti,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66435004,-79.24093535,2018-07-11,0:01:00,12.131,1,37.0,7,Summer,True,Low
lhtn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.06811446,2021-05-18,0:01:00,6.354,1,365.0,5,Spring,False,Low
lhtr,California_Environmental_Data_Exchange_Network,west,38.0739,-121.212,2018-03-14,15:20:00,4386.2705,4,2898.0,3,Spring,False,High
lhtw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8986863,-79.0673413,2016-09-20,0:01:00,3.873,1,748.0,9,Autumn,False,Low
lhtx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.76,-79.08047293,2020-05-13,0:01:00,20.332,2,1040.0,5,Spring,False,Low
lhvs,California_Environmental_Data_Exchange_Network,west,36.7254,-121.73,2015-03-25,18:10:00,5657.5,4,1123.0,3,Spring,False,High
lhvv,California_Environmental_Data_Exchange_Network,west,37.6031,-121.132,2015-03-18,17:25:00,2197.86,4,9.0,3,Spring,True,High
lhwj,California_Environmental_Data_Exchange_Network,west,35.2469,-120.682,2021-12-14,18:50:00,3887.25,4,238.0,12,Winter,False,High
lhwm,EPA_National_Aquatic_Research_Survey,midwest,37.6423,-97.73838,2017-06-16,0:01:00,3846.2,4,0.0,6,Summer,True,High
lhwq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62631765,-79.31157638,2016-04-06,0:01:00,8.766,1,700.0,4,Spring,False,Low
lhww,US_Army_Corps_of_Engineers,northeast,41.843527,-78.957332,2016-06-09,16:00:00,0.300666667,1,0.0,6,Summer,True,Low
lhxa,Pennsylvania_Department_of_Environmental_Protection,northeast,40.22953,-77.28103,2021-06-28,13:52:00,97.6,2,0.0,6,Summer,True,Moderate
lhyo,California_Environmental_Data_Exchange_Network,west,38.6464,-122.364,2015-03-18,18:25:00,5352.5,4,142.0,3,Spring,False,High
lhzp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03469715,2020-11-19,0:01:00,3.319,1,508.0,11,Autumn,False,Low
lhzu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01087001,2014-09-10,0:01:00,4.647,1,0.0,9,Autumn,True,Low
liaf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.907,-95.904,2015-08-17,0:01:00,308.7,3,0.0,8,Summer,True,Moderate
lial,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.117,-78.72556874,2014-08-13,0:01:00,1.888,1,1616.0,8,Summer,False,Low
libw,California_Environmental_Data_Exchange_Network,west,36.9767,-121.51,2014-02-27,18:40:00,6625.0,4,726.0,2,Winter,False,High
licp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6733458,-79.22422669,2021-05-24,0:01:00,10.562,1,256.0,5,Spring,False,Low
licr,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.74668,-97.77936,2013-07-16,0:01:00,3.276,1,0.0,7,Summer,True,Low
lidr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88651209,-78.96990505,2018-10-18,0:01:00,3.169,1,369.0,10,Autumn,False,Low
lidw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88054921,-78.92218117,2015-10-12,0:01:00,304.978,3,996.0,10,Autumn,False,Moderate
lidy,California_Environmental_Data_Exchange_Network,west,35.5621,-119.151,2019-06-05,18:00:00,1146.5,4,537.0,6,Summer,False,Moderate
lieh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-79.08882726,2018-08-15,0:01:00,135.553,3,74.0,8,Summer,True,Moderate
liei,California_Environmental_Data_Exchange_Network,west,37.66,-120.875,2017-02-14,17:00:00,5750.744,4,696.0,2,Winter,False,High
lihh,California_Environmental_Data_Exchange_Network,west,37.3772,-121.058,2014-02-10,22:00:00,5245.0,4,4555.0,2,Winter,False,High
liil,Connecticut_State_Department_of_Public_Health,northeast,41.512172,-73.476168,2015-06-09,15:55:00,473.4288,3,0.0,6,Summer,True,Moderate
liim,EPA_Central_Data_Exchange,midwest,46.77485,-86.554033,2015-05-09,0:01:00,0.351727776,1,0.0,5,Spring,True,Low
lijx,California_Environmental_Data_Exchange_Network,west,34.9772,-120.57,2017-01-09,22:50:00,5885.0,4,1761.0,1,Winter,False,High
lint,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90433862,-79.11257955,2019-05-16,0:01:00,48.057,2,373.0,5,Spring,False,Low
liod,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71462518,-79.14755473,2016-08-31,0:01:00,2.42,1,612.0,8,Summer,False,Low
lior,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68667976,-79.19946031,2021-10-12,0:01:00,5.809,1,674.0,10,Autumn,False,Low
liov,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.32,-76.73,2020-08-18,0:01:00,4.938,1,0.0,8,Summer,True,Low
lipb,California_Environmental_Data_Exchange_Network,west,34.9576,-120.631,2019-09-25,18:10:00,3175.0,4,1658.0,9,Autumn,False,High
lirt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88573568,-78.963691,2018-05-09,0:01:00,0.581,1,147.0,5,Spring,False,Low
lisu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8933135,-79.02434009,2021-12-02,0:01:00,38.122,2,479.0,12,Winter,False,Low
lita,Indiana_State_Department_of_Health,midwest,39.74693889,-87.07598056,2017-07-25,13:30:00,2002.552,4,9.0,7,Summer,True,High
litq,California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,2020-07-14,19:30:00,1689.8885,4,430.0,7,Summer,False,Moderate
litr,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.41491853,-95.87225908,2019-09-16,0:01:00,189.0,3,0.0,9,Autumn,True,Moderate
litx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69823053,-79.178006,2014-08-25,0:01:00,1.936,1,126.0,8,Summer,False,Low
liuq,California_Environmental_Data_Exchange_Network,west,36.7025,-121.709,2016-08-30,21:20:00,4557.5,4,939.0,8,Summer,False,High
liuy,California_Environmental_Data_Exchange_Network,west,36.6568,-121.614,2020-04-28,19:30:00,5765.0,4,2694.0,4,Spring,False,High
livd,New_Mexico_Environment_Department,west,36.706111,-106.234444,2014-07-14,0:01:00,38.20684898,2,0.0,7,Summer,True,Low
live,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96120538,2018-07-30,0:01:00,40.25,2,1382.0,7,Summer,False,Low
livx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.9119475,-79.17347721,2013-09-18,0:01:00,1.791,1,144.0,9,Autumn,False,Low
liwa,EPA_Central_Data_Exchange,midwest,42.11,-81.575,2016-04-05,0:01:00,0.7221464,1,0.0,4,Spring,True,Low
liws,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68324646,-79.20583729,2015-11-12,0:01:00,2.641,1,1140.0,11,Autumn,False,Low
lixk,California_Environmental_Data_Exchange_Network,west,34.9956,-120.438,2019-02-26,16:31:00,1191.56,4,1129.0,2,Winter,False,Moderate
liyc,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.79219,-99.97105,2014-07-07,0:01:00,59.346,2,0.0,7,Summer,True,Moderate
liyf,US_Army_Corps_of_Engineers,midwest,41.353881,-80.754718,2019-09-17,15:00:00,16.53337694,1,0.0,9,Autumn,True,Low
liza,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.39,-78.85656084,2019-07-30,0:01:00,1.245,1,371.0,7,Summer,False,Low
lizk,EPA_Central_Data_Exchange,midwest,42.253333,-81.106667,2014-04-24,0:01:00,3.16408856,1,0.0,4,Spring,True,Low
ljah,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70706661,-79.16159395,2016-08-31,0:01:00,17.427,1,299.0,8,Summer,False,Low
ljax,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86337488,-78.78472646,2014-09-22,0:01:00,5.083,1,1974.0,9,Autumn,False,Low
ljbp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68593455,-79.20084446,2014-10-08,0:01:00,1.66,1,727.0,10,Autumn,False,Low
ljce,Pennsylvania_Department_of_Environmental_Protection,northeast,40.09025,-76.87212,2018-11-08,13:51:00,114.267,3,0.0,11,Autumn,True,Moderate
ljeo,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,2021-08-30,21:00:00,705.721,3,0.0,8,Summer,True,Moderate
ljep,Pennsylvania_Department_of_Environmental_Protection,northeast,41.80603,-77.19818,2021-07-19,12:40:00,100.933,3,9.0,7,Summer,True,Moderate
ljfg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90772379,-79.1396728,2020-09-24,0:01:00,309.819,3,374.0,9,Autumn,False,Moderate
ljir,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87812679,-78.90279334,2015-03-24,0:01:00,9.349,1,780.0,3,Spring,False,Low
ljja,California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,2014-11-18,18:50:00,1302.365,4,71.0,11,Autumn,True,Moderate
ljji,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8823505,-78.93659776,2016-09-20,0:01:00,274.117,3,516.0,9,Autumn,False,Moderate
ljjr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87576649,-78.88390264,2021-05-24,0:01:00,28.216,2,925.0,5,Spring,False,Low
ljjv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-79.11606534,2020-07-22,0:01:00,287.188,3,376.0,7,Summer,False,Moderate
ljkb,Pennsylvania_Department_of_Environmental_Protection,northeast,41.31597,-75.20759,2019-04-15,5:35:00,0.0,1,0.0,4,Spring,True,None
ljkn,California_Environmental_Data_Exchange_Network,west,34.413,-119.694,2015-05-20,18:45:00,812.51325,3,579.0,5,Spring,False,Moderate
ljkq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.06880653,2021-08-10,0:01:00,133.428,3,301.0,8,Summer,False,Moderate
ljlb,Indiana_State_Department_of_Health,midwest,41.70986917,-85.0363,2020-05-18,17:00:00,1.308,1,9.0,5,Spring,True,Low
ljle,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.3992,-99.42481,2015-07-06,0:01:00,171.675,3,0.0,7,Summer,True,Moderate
ljln,California_Environmental_Data_Exchange_Network,west,35.1245,-120.569,2018-09-24,22:05:00,6080.0,4,1742.0,9,Autumn,False,High
ljlt,California_Environmental_Data_Exchange_Network,west,37.4419,-121.003,2015-10-13,18:50:00,1204.67,4,872.0,10,Autumn,False,Moderate
ljmq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-79.08620726,2021-09-09,0:01:00,104.887,3,606.0,9,Autumn,False,Moderate
ljmw,California_Environmental_Data_Exchange_Network,west,38.307,-121.794,2016-10-18,21:45:00,2373.899998,4,251.0,10,Autumn,False,High
ljng,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72018765,-79.13722304,2019-08-15,0:01:00,1.67,1,815.0,8,Summer,False,Low
ljnu,Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,2021-08-10,16:45:00,62.593,2,0.0,8,Summer,True,Moderate
ljoi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-79.0985163,2020-07-21,0:01:00,129.385,3,878.0,7,Summer,False,Moderate
ljol,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6588408,-79.25116817,2021-07-12,0:01:00,30.098,2,520.0,7,Summer,False,Low
ljpg,Pennsylvania_Department_of_Environmental_Protection,northeast,41.895,-76.23833,2017-11-13,17:25:00,32.733,2,0.0,11,Autumn,True,Low
ljpp,California_Environmental_Data_Exchange_Network,west,38.0455,-121.469,2021-04-20,18:20:00,2096.951,4,91.0,4,Spring,True,High
ljqg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63816119,-79.2895783,2015-06-10,0:01:00,8.714,1,434.0,6,Summer,False,Low
ljqr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8746795,-78.87520298,2020-09-24,0:01:00,1.815,1,362.0,9,Autumn,False,Low
ljsm,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76050002,-75.20283333,2017-08-09,14:57:00,107.1,3,62.0,8,Summer,True,Moderate
ljtk,California_Environmental_Data_Exchange_Network,west,37.5582,-121.164,2017-10-10,16:10:00,4312.5,4,1089.0,10,Autumn,False,High
ljts,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.02678772,2018-08-09,0:01:00,13.797,1,184.0,8,Summer,False,Low
ljtt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68,-79.10954006,2021-07-13,0:01:00,8.714,1,646.0,7,Summer,False,Low
ljvg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66099659,-79.24716402,2020-03-11,0:01:00,1.127,1,327.0,3,Spring,False,Low
ljvz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87107693,-78.8463698,2018-08-09,0:01:00,5.083,1,420.0,8,Summer,False,Low
ljwq,California_Environmental_Data_Exchange_Network,west,36.6922,-121.629,2019-05-15,17:44:00,6525.0,4,479.0,5,Spring,False,High
ljwx,EPA_National_Aquatic_Research_Survey,west,48.46859,-114.4533,2017-09-05,0:01:00,27.28,2,0.0,9,Autumn,True,Low
ljxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.709595,-79.15689773,2016-08-24,0:01:00,0.924,1,217.0,8,Summer,False,Low
lkao,California_Environmental_Data_Exchange_Network,west,37.9495,-121.182,2019-02-05,16:10:00,4510.0175,4,1510.0,2,Winter,False,High
lkax,Pennsylvania_Department_of_Environmental_Protection,northeast,39.99584,-79.238,2019-07-23,14:00:00,513.333,3,9.0,7,Summer,True,Moderate
lkbb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88474186,-78.95573702,2017-09-20,0:01:00,3.873,1,375.0,9,Autumn,False,Low
lkcy,Connecticut_State_Department_of_Public_Health,northeast,41.501567,-72.224735,2019-07-30,15:15:00,8.424,1,0.0,7,Summer,True,Low
lken,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.16,-79.12150306,2019-09-17,0:01:00,3.005,1,1134.0,9,Autumn,False,Low
lkhq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87151172,-78.84984967,2018-12-06,0:01:00,0.29,1,50.0,12,Winter,True,Low
lkhs,California_Environmental_Data_Exchange_Network,west,37.66,-120.875,2015-02-10,17:20:00,6245.732,4,696.0,2,Winter,False,High
lkjv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.1014329,2016-07-25,0:01:00,26.141,2,432.0,7,Summer,False,Low
lkkf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01452812,2015-07-07,0:01:00,1.936,1,0.0,7,Summer,True,Low
lkkx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.95,-76.68,2021-08-26,0:01:00,34.382,2,0.0,8,Summer,True,Low
lkmh,EPA_National_Aquatic_Research_Survey,midwest,48.02228,-91.43911,2017-08-16,0:01:00,1041.592,4,0.0,8,Summer,True,Moderate
lkmy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91306554,-79.18242544,2014-05-19,0:01:00,5.446,1,853.0,5,Spring,False,Low
lknr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74686,-79.07918765,2015-09-17,0:01:00,0.877,1,415.0,9,Autumn,False,Low
lkob,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09228763,2013-08-28,0:01:00,3.131,1,546.0,8,Summer,False,Low
lkou,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.44,-80.7,2021-06-09,0:01:00,166.722,3,0.0,6,Summer,True,Moderate
lkpf,EPA_Central_Data_Exchange,northeast,42.68,-79.691667,2013-04-03,0:01:00,1.59649583,1,0.0,4,Spring,True,Low
lkph,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86986572,-78.83667589,2017-11-15,0:01:00,0.968,1,93.0,11,Autumn,True,Low
lkpy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6934665,-79.18685467,2017-03-21,0:01:00,26.475,2,430.0,3,Spring,False,Low
lkqe,EPA_Central_Data_Exchange,midwest,47.370167,-90.851833,2014-05-16,0:01:00,0.171096778,1,0.0,5,Spring,True,Low
lkqs,California_Environmental_Data_Exchange_Network,west,38.0609,-121.209,2016-05-17,16:10:00,3236.726,4,3549.0,5,Spring,False,High
lkst,New_Mexico_Environment_Department,west,33.418108,-108.495991,2019-10-01,0:01:00,4.534589787,1,0.0,10,Autumn,True,Low
lktq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.04196393,2021-09-21,0:01:00,236.721,3,828.0,9,Autumn,False,Moderate
lkug,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91520845,-79.19957621,2015-01-27,0:01:00,13.434,1,636.0,1,Winter,False,Low
lkur,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,2014-07-08,15:30:00,6980.0,4,1451.0,7,Summer,False,High
lkut,California_Environmental_Data_Exchange_Network,west,36.4432,-120.302,2017-03-01,18:10:00,690.143,3,62.0,3,Spring,True,Moderate
lkvd,EPA_Central_Data_Exchange,midwest,44.74,-82.06,2013-08-06,0:01:00,0.912267405,1,0.0,8,Summer,True,Low
lkvr,EPA_Central_Data_Exchange,midwest,45.178333,-86.375,2015-04-17,0:01:00,0.622802614,1,0.0,4,Spring,True,Low
lkvs,Pennsylvania_Department_of_Environmental_Protection,northeast,39.80049,-77.19248,2020-09-10,16:40:00,234.0,3,9.0,9,Autumn,True,Moderate
lkwa,California_Environmental_Data_Exchange_Network,west,32.5513,-117.084,2014-05-08,14:09:00,2187.75,4,1273.0,5,Spring,False,High
lkxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88763013,-78.97885327,2019-04-10,0:01:00,9.682,1,464.0,4,Spring,False,Low
lkxt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.81007977,2019-07-01,0:01:00,4.175,1,459.0,7,Summer,False,Low
lkxw,California_Environmental_Data_Exchange_Network,west,33.1888,-117.36,2015-05-14,13:57:00,2939.25,4,37.0,5,Spring,True,High
lkyc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.379,-78.85879789,2014-07-30,0:01:00,97.303,2,848.0,7,Summer,False,Moderate
lkyh,EPA_Central_Data_Exchange,midwest,48.437167,-87.0985,2018-08-28,0:01:00,1.036893858,1,0.0,8,Summer,True,Low
lkyy,California_Environmental_Data_Exchange_Network,west,37.2141,-120.561,2014-11-12,19:10:00,4575.1475,4,1476.0,11,Autumn,False,High
llat,California_Environmental_Data_Exchange_Network,west,36.9767,-121.51,2017-07-31,16:20:00,4992.5,4,726.0,7,Summer,False,High
llav,California_Environmental_Data_Exchange_Network,west,38.318,-121.652,2019-09-17,18:30:00,2003.34,4,0.0,9,Autumn,True,High
llcy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70485759,-79.16569696,2014-08-13,0:01:00,0.871,1,807.0,8,Summer,False,Low
lldb,California_Environmental_Data_Exchange_Network,west,36.6519,-120.632,2019-02-03,16:50:00,1940.639,4,525.0,2,Winter,False,Moderate
llfy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.5,-79.06593937,2014-07-17,0:01:00,0.424,1,0.0,7,Summer,True,Low
llht,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.93,-79.1042012,2021-05-25,0:01:00,5.498,1,376.0,5,Spring,False,Low
llig,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64433579,-79.27810964,2019-08-22,0:01:00,2.541,1,618.0,8,Summer,False,Low
llih,California_Environmental_Data_Exchange_Network,west,38.307,-121.794,2016-07-13,21:30:00,1591.566665,4,251.0,7,Summer,False,Moderate
lliu,EPA_National_Aquatic_Research_Survey,south,34.60056,-92.50011,2017-09-14,0:01:00,79.35,2,0.0,9,Autumn,True,Moderate
llju,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88517666,-78.95921689,2018-02-21,0:01:00,2.905,1,79.0,2,Winter,True,Low
llkk,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.43742,-97.16167,2021-06-07,0:01:00,262.775,3,46.0,6,Summer,True,Moderate
lllb,New_Mexico_Environment_Department,west,36.23742,-106.42957,2020-08-13,16:06:00,0.077002468,1,88.0,8,Summer,True,Low
llll,New_Mexico_Environment_Department,west,35.385281,-104.186115,2015-07-29,0:01:00,25.54526322,2,83.0,7,Summer,True,Low
llly,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.16,-79.09945555,2020-06-23,0:01:00,72.614,2,779.0,6,Summer,False,Moderate
